2026/03/14 05:16:18 [error] 200#200: *17 open() "/var/www/html/wp-admin/setup-config.php" failed (2: No such file or directory), client: 104.23.221.86, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/setup-config.php HTTP/1.1", host: "ai-electutor.com"
2026/03/14 05:36:57 [error] 255#255: *539 open() "/var/www/html/db/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /db/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:58 [error] 255#255: *539 open() "/var/www/html/db/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /db/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:58 [error] 255#255: *539 open() "/var/www/html/database/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /database/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:58 [error] 255#255: *539 open() "/var/www/html/database/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /database/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:59 [error] 255#255: *539 open() "/var/www/html/database/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /database/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:59 [error] 255#255: *539 open() "/var/www/html/database/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /database/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:59 [error] 255#255: *539 open() "/var/www/html/database/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /database/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:36:59 [error] 255#255: *539 open() "/var/www/html/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:00 [error] 255#255: *539 open() "/var/www/html/credentials.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:00 [error] 255#255: *539 open() "/var/www/html/credentials.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:00 [error] 255#255: *539 open() "/var/www/html/credentials.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:01 [error] 255#255: *539 open() "/var/www/html/credentials.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:01 [error] 255#255: *539 open() "/var/www/html/credentials.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:01 [error] 255#255: *539 open() "/var/www/html/credentials.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /credentials.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:01 [error] 255#255: *539 open() "/var/www/html/secrets" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:02 [error] 255#255: *539 open() "/var/www/html/secrets.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:02 [error] 255#255: *539 open() "/var/www/html/secrets.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:02 [error] 255#255: *539 open() "/var/www/html/secrets.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:03 [error] 255#255: *539 open() "/var/www/html/secrets.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:03 [error] 255#255: *539 open() "/var/www/html/secrets.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:03 [error] 255#255: *539 open() "/var/www/html/secrets.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /secrets.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:03 [error] 255#255: *539 open() "/var/www/html/.credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:04 [error] 255#255: *539 open() "/var/www/html/.credentials.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:04 [error] 255#255: *539 open() "/var/www/html/.credentials.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:04 [error] 255#255: *539 open() "/var/www/html/.credentials.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:05 [error] 255#255: *539 open() "/var/www/html/.credentials.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:05 [error] 255#255: *539 open() "/var/www/html/.credentials.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:05 [error] 255#255: *539 open() "/var/www/html/.credentials.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /.credentials.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:05 [error] 255#255: *539 open() "/var/www/html/mail/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:06 [error] 255#255: *539 open() "/var/www/html/mail/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:06 [error] 255#255: *539 open() "/var/www/html/mail/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:06 [error] 255#255: *539 open() "/var/www/html/mail/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:06 [error] 255#255: *539 open() "/var/www/html/mail/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:07 [error] 255#255: *539 open() "/var/www/html/mail/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:07 [error] 255#255: *539 open() "/var/www/html/mail/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mail/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:07 [error] 255#255: *539 open() "/var/www/html/email/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:08 [error] 255#255: *539 open() "/var/www/html/email/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:08 [error] 255#255: *539 open() "/var/www/html/email/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:08 [error] 255#255: *539 open() "/var/www/html/email/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:08 [error] 255#255: *539 open() "/var/www/html/email/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:09 [error] 255#255: *539 open() "/var/www/html/email/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:09 [error] 255#255: *539 open() "/var/www/html/email/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /email/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:09 [error] 255#255: *539 open() "/var/www/html/smtp/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:10 [error] 255#255: *539 open() "/var/www/html/smtp/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:10 [error] 255#255: *539 open() "/var/www/html/smtp/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:10 [error] 255#255: *539 open() "/var/www/html/smtp/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:10 [error] 255#255: *539 open() "/var/www/html/smtp/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:11 [error] 255#255: *539 open() "/var/www/html/smtp/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:11 [error] 255#255: *539 open() "/var/www/html/smtp/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /smtp/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:11 [error] 255#255: *539 open() "/var/www/html/ses/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:12 [error] 255#255: *539 open() "/var/www/html/ses/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:12 [error] 255#255: *539 open() "/var/www/html/ses/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:12 [error] 255#255: *539 open() "/var/www/html/ses/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:12 [error] 255#255: *539 open() "/var/www/html/ses/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:13 [error] 255#255: *539 open() "/var/www/html/ses/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:13 [error] 255#255: *539 open() "/var/www/html/ses/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ses/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:13 [error] 255#255: *539 open() "/var/www/html/sendgrid/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:14 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:14 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:14 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:14 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:15 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:15 [error] 255#255: *539 open() "/var/www/html/sendgrid/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /sendgrid/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:15 [error] 255#255: *539 open() "/var/www/html/mailgun/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:15 [error] 255#255: *539 open() "/var/www/html/mailgun/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:16 [error] 255#255: *539 open() "/var/www/html/mailgun/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:16 [error] 255#255: *539 open() "/var/www/html/mailgun/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:16 [error] 255#255: *539 open() "/var/www/html/mailgun/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:17 [error] 255#255: *539 open() "/var/www/html/mailgun/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:17 [error] 255#255: *539 open() "/var/www/html/mailgun/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /mailgun/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:17 [error] 255#255: *539 open() "/var/www/html/api/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:17 [error] 255#255: *539 open() "/var/www/html/api/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:18 [error] 255#255: *539 open() "/var/www/html/api/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:18 [error] 255#255: *539 open() "/var/www/html/api/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:18 [error] 255#255: *539 open() "/var/www/html/api/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:19 [error] 255#255: *539 open() "/var/www/html/api/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:19 [error] 255#255: *539 open() "/var/www/html/api/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:19 [error] 255#255: *539 open() "/var/www/html/api/credentials" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:19 [error] 255#255: *539 open() "/var/www/html/api/credentials.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:20 [error] 255#255: *539 open() "/var/www/html/api/credentials.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:20 [error] 255#255: *539 open() "/var/www/html/api/credentials.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:20 [error] 255#255: *539 open() "/var/www/html/api/credentials.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:21 [error] 255#255: *539 open() "/var/www/html/api/credentials.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:21 [error] 255#255: *539 open() "/var/www/html/api/credentials.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/credentials.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:21 [error] 255#255: *539 open() "/var/www/html/api/secrets" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:21 [error] 255#255: *539 open() "/var/www/html/api/secrets.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:22 [error] 255#255: *539 open() "/var/www/html/api/secrets.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:22 [error] 255#255: *539 open() "/var/www/html/api/secrets.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:22 [error] 255#255: *539 open() "/var/www/html/api/secrets.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:23 [error] 255#255: *539 open() "/var/www/html/api/secrets.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:23 [error] 255#255: *539 open() "/var/www/html/api/secrets.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /api/secrets.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:23 [error] 255#255: *539 open() "/var/www/html/deploy/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:23 [error] 255#255: *539 open() "/var/www/html/deploy/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:24 [error] 255#255: *539 open() "/var/www/html/deploy/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:24 [error] 255#255: *539 open() "/var/www/html/deploy/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:24 [error] 255#255: *539 open() "/var/www/html/deploy/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:24 [error] 255#255: *539 open() "/var/www/html/deploy/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:25 [error] 255#255: *539 open() "/var/www/html/deploy/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deploy/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:25 [error] 255#255: *539 open() "/var/www/html/deployment/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:25 [error] 255#255: *539 open() "/var/www/html/deployment/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:26 [error] 255#255: *539 open() "/var/www/html/deployment/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:26 [error] 255#255: *539 open() "/var/www/html/deployment/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:26 [error] 255#255: *539 open() "/var/www/html/deployment/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:26 [error] 255#255: *539 open() "/var/www/html/deployment/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:27 [error] 255#255: *539 open() "/var/www/html/deployment/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /deployment/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:27 [error] 255#255: *539 open() "/var/www/html/terraform/terraform.tfstate" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /terraform/terraform.tfstate HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:27 [error] 255#255: *539 open() "/var/www/html/terraform/terraform.tfvars" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /terraform/terraform.tfvars HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:28 [error] 255#255: *539 open() "/var/www/html/terraform/.terraform.lock.hcl" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /terraform/.terraform.lock.hcl HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:28 [error] 255#255: *539 open() "/var/www/html/ansible/group_vars/all.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ansible/group_vars/all.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:28 [error] 255#255: *539 open() "/var/www/html/ansible/host_vars/localhost.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /ansible/host_vars/localhost.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:28 [error] 255#255: *539 open() "/var/www/html/storage/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:29 [error] 255#255: *539 open() "/var/www/html/storage/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.json HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:29 [error] 255#255: *539 open() "/var/www/html/storage/config.yml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.yml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:29 [error] 255#255: *539 open() "/var/www/html/storage/config.yaml" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.yaml HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:30 [error] 255#255: *539 open() "/var/www/html/storage/config.ini" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.ini HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:30 [error] 255#255: *539 open() "/var/www/html/storage/config.cfg" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.cfg HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:30 [error] 255#255: *539 open() "/var/www/html/storage/config.conf" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /storage/config.conf HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:30 [error] 255#255: *539 open() "/var/www/html/cache/config" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config HTTP/1.1", host: "158.247.221.212"
2026/03/14 05:37:31 [error] 255#255: *539 open() "/var/www/html/cache/config.json" failed (2: No such file or directory), client: 185.177.72.51, server: localhost-nginx-proxy-manager, request: "GET /cache/config.json HTTP/1.1", host: "158.247.221.212"
